vase_prct_1,vase_prct_2,vase_prct_3,vase_prct_4
92,0.565805652477021,1.01833197908568,1.49255851283703
93,0.561151294629943,1.01498442002874,1.47460396990834
94,0.565711296781997,1.01400771018785,1.46147798329009
95,0.552773299265579,1.01048626959927,1.45497388578556
96,0.56481111649316,1.01032355763802,1.46170533066792
97,0.55123023736003,1.00776058509697,1.46446982018542
98,0.559891519565628,1.01186130438364,1.46288314959221
99,0.559735193955153,1.01235545772303,1.45940000893779
100,0.567024810185583,1.01527392363788,1.45517228577576
101,0.572294442406812,1.01899399415759,1.47332412185263
102,0.563816970309134,1.02128536975843,1.47880207988728
103,0.564569487642397,1.02644873105353,1.4903702509122
104,0.564635689042676,1.03230902774848,1.52318821677848
105,0.560942246937703,1.03080014932527,1.50728942095358
106,0.57198097630459,1.0412825173956,1.50575795767391
107,0.572274071616673,1.03738805237043,1.50962462137736
108,0.565507641953439,1.03499411763707,1.50832489749698
109,0.560381355717085,1.04115246263421,1.50759900556144
110,0.564776372315354,1.04427609101827,1.49814870654715
111,0.574215563495848,1.04770627905947,1.51169116934438
112,0.57346713689044,1.04794007098772,1.5113627868179
113,0.571543434290969,1.0448637394588,1.4920293399325
114,0.559025919797635,1.0534200458355,1.50027930502508
115,0.563322309598008,1.04899298282669,1.51278457870678
116,0.565186953239648,1.05146652563304,1.52225398262556
117,0.573050022497176,1.04975090500508,1.52731175496297
118,0.570850926243833,1.05324720749805,1.50226952592262
119,0.576177572273261,1.05460681280109,1.48196182127602
120,0.574929789492312,1.05217948460847,1.49232217166116
121,0.571337947532773,1.0667291007492,1.49709271179458
122,0.565556596013536,1.06991928798907,1.52281281529881
123,0.565282905612387,1.06739666789843,1.52924362884595
124,0.565019522667846,1.06985283465184,1.54873979818539
125,0.566825169169992,1.07221225329339,1.537791103831
126,0.563910459909481,1.06328744049847,1.5514249955384
127,0.5661877557325,1.06042546325747,1.5358467096992
128,0.568204370767449,1.05541576482564,1.53420690881383
129,0.56454305208471,1.05608558217749,1.53313476048751
130,0.571949247918172,1.06451119284783,1.54265524274357
131,0.581769988686922,1.06369829522915,1.53899395552964
132,0.564238815794753,1.05664329787595,1.5210332242911
133,0.562455556516934,1.07065089431524,1.53850895012545
134,0.566972116675767,1.06605854098146,1.5413928554038
135,0.570200733319259,1.07389527225666,1.5321040158532
136,0.569931530560733,1.0681571383811,1.52117739532663
137,0.575981969227586,1.06135223669626,1.51977586225842
138,0.573721715772813,1.05687840652484,1.50617020820755
139,0.572703258156895,1.05908394380149,1.50935532104884
140,0.572041344062534,1.06148713187939,1.50700729692439
141,0.574274552148866,1.0662691782983,1.51058462805407
142,0.574789271886629,1.06356771576409,1.50997511570485
143,0.572741299825584,1.06020640157917,1.50248834620747
144,0.570889078067546,1.05857110550164,1.50402687447186
145,0.574547353984916,1.05699189716051,1.50402272672545
146,0.568702479203116,1.06004957531372,1.51366700403802
147,0.581678774635997,1.05766412258564,1.52109012725904
148,0.582188532029776,1.05576202854776,1.51282149351121
149,0.573213026947566,1.05031733348445,1.50076774912084
150,0.578770274621498,1.05257819215009,1.5026036031265
151,0.575990279451848,1.05817687478278,1.49878008116771
152,0.572167014315317,1.06109994773404,1.49629494142437
153,0.571899402504521,1.06436298335857,1.5035598661795
154,0.567002655237685,1.0573497063772,1.49869189815387
155,0.573189813376177,1.06254953197442,1.50241832333675
156,0.573562254810164,1.05638298135842,1.50856023939244
157,0.570129319010022,1.05645134619928,1.50320387070977
158,0.57613576026811,1.06007529753478,1.50098367295256
159,0.579354611782363,1.06312245767889,1.50837337655559
160,0.56668700831783,1.07105054677753,1.51274275166101
161,0.574549740496314,1.07819737101412,1.51866439413485
162,0.569291167644642,1.08309421566502,1.49425204857913
163,0.566620357783604,1.08667101365455,1.51337980555125
164,0.566978464554447,1.07976511073076,1.5245471198614
165,0.563806474885576,1.07483853272243,1.51322912671526
166,0.564884478543643,1.07644977879973,1.51166289902432
167,0.569311049026615,1.07251441924869,1.51350317464501
168,0.581386506899172,1.06863813971841,1.51105262806974
169,0.587130722703514,1.06957480754622,1.50408080487754
170,0.583626325265843,1.07440539034272,1.50481970558193
171,0.583008316336698,1.06905072733224,1.51676780474679
172,0.588488044328124,1.07041465989263,1.5151560842788
173,0.582157704429623,1.06999502228752,1.50505368316111
174,0.587213578075999,1.06834704624269,1.50435795848582
175,0.585321591399586,1.06608287566502,1.50069443904988
176,0.582207668924047,1.07111701074293,1.5048792888192
177,0.589858468870526,1.0707627201301,1.50563259765639
178,0.591487135141067,1.07334341516384,1.51220909371855
179,0.588502514727544,1.0671522515578,1.4949049618893
180,0.590860913696677,1.06814502806794,1.49177979245204
181,0.581125011843599,1.06739755834499,1.49639372641754
182,0.582821457003674,1.06894089579436,1.49409278689621
183,0.582458588031492,1.07521487182249,1.50325810725655
184,0.592479860770993,1.07617733618561,1.50398159530202
185,0.586427013163213,1.07763032449356,1.50005676934513
186,0.591865215880826,1.07764222751894,1.49359021527627
187,0.576328411134805,1.08264043381658,1.4898439128654
188,0.576385202834078,1.08148987354105,1.49426061353236
189,0.577431162925047,1.07888282923608,1.50031602468523
190,0.580430490945313,1.0818036188331,1.51714746571155
191,0.592545168683079,1.08213704868601,1.51813417928603
192,0.587872530114489,1.08357842526051,1.51402641129217
193,0.58654109749318,1.08027154113391,1.50170443868869
194,0.588376018854017,1.07657694987887,1.50010098811129
195,0.587351922051313,1.07840626387118,1.51625178363935
196,0.583911796205346,1.0776436154999,1.51516397989946
197,0.586547694821444,1.07415299708931,1.51691583632661
198,0.595692471853714,1.07572095871562,1.52222637152684
199,0.595374010160681,1.07632631727187,1.5152104473989
200,0.598159435377453,1.0871452590658,1.53062112387344
201,0.594545290058813,1.08880690465749,1.52757109329883
202,0.602856436027958,1.08535617329399,1.51258124856036
203,0.58919851432937,1.08654108594066,1.50860854103514
204,0.590734554276187,1.08875441457518,1.50934598472609
205,0.587307210682471,1.08497292537818,1.49739824819586
206,0.590468843101912,1.0881408915165,1.50608021292459
207,0.586695739211596,1.09198461213111,1.51007053942159
208,0.581588998958035,1.08718244335833,1.50647259240536
209,0.583374892368947,1.08899077035088,1.50871547045736
210,0.585721532005452,1.08531735324676,1.50112419094579
211,0.586044108548003,1.0876420732795,1.4968415623864
212,0.590178060944352,1.08891061807408,1.50672819021573
213,0.586360921901967,1.08827297162977,1.50864437275739
214,0.597073201087398,1.09554153805837,1.50848445985341
215,0.594971502761918,1.09384459258115,1.51259843884509
216,0.597656906675948,1.09789918659564,1.52523492972751
217,0.605179022398235,1.09477126299694,1.52973270302226
218,0.598277514702121,1.10020586220599,1.52702967257335
219,0.597727754959722,1.09844799658714,1.52168777565285
220,0.595703006502551,1.09980645894004,1.51861895425333
221,0.595886578707444,1.10400055699664,1.52621335789678
222,0.593623818769843,1.09896638588266,1.5260620736165
223,0.604592029383382,1.09813276752042,1.51734867128002
224,0.600296769729072,1.09320132938547,1.51755338851564
225,0.599729657665993,1.09551302922759,1.53240205051877
226,0.599958019406922,1.09613170987296,1.52078799943921
227,0.594932907657547,1.10039136977251,1.51048538846546
228,0.592424406725014,1.10101171334239,1.51155217967358
229,0.599559342669746,1.09911849107067,1.51702024033222
230,0.596448466624517,1.1044187908579,1.52131920063414
231,0.599880286164712,1.10402557437073,1.52335691603673
232,0.595842899715978,1.10971734627971,1.5278315138077
233,0.595854779239453,1.10612461230924,1.52462669949608
234,0.591274802871884,1.10220517729972,1.52825929340831
235,0.607222200615989,1.10143413007151,1.53556586301112
236,0.601586669012802,1.1013330970191,1.53055703450038
237,0.598491896209568,1.09542837036541,1.53594738526998
238,0.59171009719596,1.09414628340738,1.52887122986822
239,0.593496506006043,1.09331664819564,1.53570496732803
240,0.596871677553787,1.09426580869231,1.53079329100062
241,0.59350010784592,1.09222803866722,1.53012357300903
242,0.59265514519204,1.09967146706057,1.53959599268049
243,0.587308442068483,1.09348695647204,1.53821629032265
244,0.594069329271322,1.09879838972972,1.54119723140107
245,0.594438745666688,1.10077232034419,1.53478231839854
246,0.590851790472326,1.0977660874219,1.53191108438403
247,0.596876827535729,1.09768310761642,1.52474924638887
248,0.592802757029906,1.10459018288262,1.5249426730399
249,0.597635040675861,1.10472626009328,1.51867941554344
250,0.596083928236012,1.1021929417527,1.51300610882567
251,0.600144336691907,1.09886579297218,1.51373816154098
252,0.595229091550848,1.09992797506279,1.50753622733086
253,0.605202602022072,1.10167952782033,1.51405416173017
254,0.60702189362624,1.09973372891122,1.50620314953848
255,0.598364093154379,1.09919505572676,1.50928335279163
256,0.601672185253125,1.10133486056314,1.50245947201148
257,0.587474239138957,1.09756135338541,1.50468818417546
258,0.598782208685393,1.09545791116563,1.50363141912282
259,0.597575922692306,1.10175631053316,1.49758664617056
260,0.598377839365321,1.102151854603,1.50780887727963
261,0.600184428743723,1.10575258545285,1.50845512496186
262,0.600414370741646,1.10436677085702,1.50105131309437
263,0.611144468567445,1.10358816836609,1.5043949609048
264,0.607099918981,1.10242722944923,1.49374010440527
265,0.609092429322176,1.10281260809737,1.50114781334431
266,0.607541391217372,1.10404500125739,1.51541677528659
267,0.604975618562346,1.10489666473591,1.51326867357865
268,0.607512087497166,1.10718499271582,1.51876713438027
269,0.603035522076328,1.11051935470509,1.51863294972734
270,0.605193303138051,1.10884948777564,1.52820281878164
271,0.607628347314275,1.10767253059318,1.51613681471495
272,0.607377722977611,1.10297784652636,1.51460251108463
273,0.615038817627628,1.10586896121472,1.512337322589
274,0.614279891381091,1.10823501313145,1.51808355672121
275,0.615126200818525,1.10744686494851,1.52327005218816
276,0.617797232412761,1.10750986006806,1.51826032481276
277,0.611322925918164,1.10753829459479,1.51407790091186
278,0.612171187748647,1.11119770803021,1.51306416579692
279,0.607512430042648,1.11266309916354,1.51503417915965
280,0.605478847051192,1.11409503899094,1.51860862963964
281,0.601357394056782,1.10996885349938,1.5221316394651
282,0.594747953965133,1.11325992012825,1.52310418324759
283,0.599288444336704,1.11075141963904,1.52503302834264
284,0.59804368532854,1.11723085761872,1.53403435758325
285,0.594597754143932,1.12299509022247,1.52468993660879
286,0.597419697228985,1.11581510629422,1.52670906737731
287,0.592826999225179,1.11732283095957,1.53399183664614
288,0.59449788354354,1.11515474824109,1.53493409324655
289,0.59762740730282,1.1179656151363,1.54105947293915
290,0.608640153761286,1.11706554610196,1.52886433675058
291,0.605422203780432,1.11738725266524,1.52658154487746
292,0.604129447056074,1.11717159109054,1.52184466389813
293,0.609359487148644,1.12160243431843,1.52266841442721
294,0.607836151373371,1.12194751762924,1.53122632523399
295,0.607854619923638,1.12103097596874,1.52703916056207
296,0.606122834146215,1.11741079931619,1.52839903457368
297,0.604574159509742,1.11912477525039,1.52799578546939
298,0.609453437425269,1.12119052347105,1.5264993221321
299,0.600368187364114,1.12844185592274,1.51830951027091
300,0.600998564284497,1.12953717680955,1.51943054119956
301,0.607330658495594,1.12980805147064,1.52887095266053
302,0.600849533509089,1.12953928001802,1.51814516313825
303,0.603012742888345,1.13479387661143,1.51904391533398
304,0.606953167532656,1.13285945585051,1.5219694929669
305,0.604347372214059,1.13276738092669,1.52643603313089
306,0.600135694146885,1.13396247055349,1.53105708257574
307,0.600143438343389,1.13591722634434,1.53193461372376
308,0.601999147783829,1.1380910508088,1.53553627939848
309,0.602956129695102,1.14091118789813,1.54805190127138
310,0.603791055449364,1.14707719351083,1.55321742521149
311,0.599679359987546,1.14246759912158,1.54488296359082
312,0.596352066331192,1.14026339208916,1.54438826717662
313,0.608497285487322,1.14309862859409,1.55543344598454
314,0.60792836306439,1.14150298400451,1.55737667748069
315,0.606804883861874,1.13717585869275,1.55106259450182
316,0.614647299865064,1.13799683197607,1.55222930214576
317,0.608812512664467,1.13830611689563,1.56366616319236
318,0.613152495251432,1.13758939133974,1.57238193357826
319,0.621920242858674,1.13644569933439,1.57019509365921
320,0.625111505360963,1.13453358764589,1.56883183404494
321,0.614422414491637,1.1375996940934,1.56374327671722
322,0.614239039813202,1.13542125813141,1.56776845795771
323,0.616146236181727,1.13756335724728,1.57027716154763
324,0.609326734321598,1.13970649439956,1.5568756929729
325,0.621840789135949,1.14413438028365,1.57156816702337
326,0.621045163618772,1.14833774112206,1.56457834844045
327,0.620637388513919,1.14708430564211,1.55094110659044
328,0.62052260007751,1.14226457310457,1.54316228533469
329,0.617046439376154,1.14198495332689,1.55525460481204
330,0.625623208066205,1.14445188364697,1.56011719902565
331,0.624612732675509,1.14173577279617,1.56071175560789
332,0.623910996315001,1.13959039888555,1.55995750194824
333,0.631192747377396,1.14500546167112,1.56282443534611
334,0.631507431922469,1.13960657866626,1.55925719486213
335,0.623635390654392,1.13956704850154,1.55149043844322
336,0.637997705295209,1.14237469915519,1.55260574105802
337,0.631166660435894,1.14115243794375,1.54644955406637
338,0.630233247649179,1.13920587341588,1.54000773606444
339,0.626016974933054,1.13841105888012,1.5360899618268
340,0.629150762928152,1.13552637082835,1.54475290472773
341,0.6330232588651,1.13559116786364,1.54082291930708
342,0.632649280216984,1.13567188078938,1.54416614542252
343,0.64186260644178,1.1390079485622,1.54655763312583
344,0.640344841747024,1.1388337381895,1.5584119538017
345,0.635250406777589,1.13151604296118,1.5675566035084
346,0.639552535913804,1.13531155305878,1.56847321394469
347,0.631031991854965,1.13544249946469,1.57400925220226
348,0.63091112177017,1.13573100622549,1.57657575500756
349,0.631202168701855,1.13607517098337,1.57487613448602
350,0.632789945141318,1.14046567205464,1.5710251445923
351,0.628156475380479,1.14338845130532,1.56237300613098
352,0.625437979267268,1.14102578463449,1.57209818963172
353,0.629023042579941,1.14346019914433,1.57608963344745
354,0.618343792954547,1.13669841491605,1.56772730353416
355,0.63040352489309,1.13517967883774,1.5663936908661
356,0.631011661714394,1.13882074389976,1.5717429893115
357,0.635107117632049,1.14441405848465,1.57701624882574
358,0.633555922695622,1.14708824564404,1.57429461105738
359,0.625621007933879,1.14148425990953,1.57326474023538
360,0.624627586253989,1.14484744746962,1.57800114220415
361,0.624005800646986,1.14076690862468,1.58480935190715
362,0.624759255415042,1.14651577077303,1.58906647321048
363,0.625577485085327,1.14714078019188,1.59430822501308
364,0.62111414351084,1.14505750876239,1.58785962557587
365,0.61026211637597,1.14513455579009,1.5969446796841
366,0.615535879920696,1.14508476312704,1.58578827826067
367,0.615219526926235,1.15257289306575,1.59112996888506
368,0.615783752719894,1.15649722689553,1.59101077450461
369,0.617466745766437,1.15703969736434,1.59263873973089
370,0.624301464622755,1.15331863543433,1.59064843907035
371,0.616743678281184,1.14719640337519,1.59099770010464
372,0.626422183828427,1.14645304375792,1.59390955767737
373,0.625125690013139,1.14326756365955,1.59602223246578
374,0.629122915434074,1.14684538086782,1.59573928687469
375,0.620496026088621,1.1440552638319,1.58970439954902
376,0.626742129545722,1.15240386380114,1.59021142748338
377,0.623781227371879,1.15401150715159,1.59134750699084
378,0.621283020440749,1.15376598672214,1.59590993766407
379,0.629512328307071,1.1529688282899,1.59490631477474
380,0.628815626857072,1.15156400137616,1.59006202506032
381,0.621503661971309,1.15078956913406,1.59292305628254
382,0.62644033669056,1.15225136152079,1.59190012251324
383,0.628168428866866,1.15772500239818,1.59181039333619
384,0.625960266006725,1.15167702407414,1.59419497867432
385,0.627567392481686,1.15290859484917,1.60058477601732
386,0.626431826369764,1.14937252385101,1.60630455365087
387,0.62824752000042,1.1506705766079,1.6113297578345
388,0.634186913865549,1.15411494024703,1.60922108053459
389,0.631020284768015,1.15701388375632,1.60830626138368
390,0.628200067576787,1.15732485884931,1.59819702462616
391,0.626908278224993,1.1548369996077,1.60273643982148
392,0.623904334805982,1.15756385387985,1.60530271043102
393,0.624164285557069,1.15500212612275,1.59713962112446
394,0.623663734603261,1.15777374776057,1.59935689153
395,0.623315303821582,1.15138853992032,1.59584603668858
396,0.622684559512308,1.15231214006281,1.59106285938834
397,0.61214658092814,1.14987303992025,1.58736465509236
398,0.619335674434331,1.14662914091411,1.58656361607395
399,0.624773395461035,1.14483804236817,1.57947415223469
400,0.617074796954128,1.1451911989399,1.5838818880291
401,0.618759766980887,1.14656667855296,1.58521381719985
402,0.613571903809762,1.1511512831342,1.58277894986344
403,0.614137531020926,1.15192048449737,1.58030007005729
404,0.614986515256111,1.15679550085639,1.58054847210436
405,0.614899258618925,1.15509082885071,1.57767595447355
406,0.614514434891252,1.15551973286558,1.58096115302812
407,0.613038400714841,1.15477886690069,1.59016867963178
408,0.618486553059455,1.15288483453352,1.59158767993397
409,0.618790792823131,1.15194292174772,1.58762028750332
410,0.615608331620746,1.15027237357614,1.59076588395582
411,0.61630107246997,1.14976681056288,1.5908751502051
412,0.616048681940378,1.14852483468874,1.58686537151498
413,0.620628885050438,1.14904743805217,1.58054225074552
414,0.621036296736672,1.14240724473674,1.57777327347599
415,0.614013105937244,1.14733394564355,1.58098997226153
416,0.616083739487416,1.14952185213831,1.57955627978045
417,0.613882206142173,1.15006812912894,1.58833493892222
418,0.625389201089879,1.15038426180333,1.5854927320954
419,0.620975095138297,1.15190448922007,1.59312684765625
420,0.618466989057691,1.15189414957401,1.59942538292888
421,0.62258308470953,1.15549211112811,1.59720124347511
422,0.619110413495474,1.15799455351986,1.59584957520809
423,0.624482862663939,1.16277950295883,1.59761883808545
424,0.621930988702561,1.16049047895577,1.59710196809412
425,0.61811120661506,1.16374153394118,1.60069091980557
426,0.622063003597303,1.16329296093312,1.59605297945702
427,0.624925247217821,1.16639936074059,1.59927800602586
428,0.626259778011094,1.16561641809354,1.59543215733542
429,0.619335836926908,1.16221140875083,1.59859780651834
430,0.618840987228831,1.15713531341392,1.59733491844117
431,0.619927419089986,1.15911260279769,1.60083039995765
432,0.621104532876694,1.16061628837312,1.59952403976411
433,0.621028551966635,1.15946149809695,1.60416461966077
434,0.62216875629021,1.15517612614098,1.60204089409298
435,0.627226086150526,1.15791221727224,1.60428763891282
436,0.630795622852287,1.15687983167159,1.60397890984558
437,0.632558999499271,1.15861327813141,1.60840023262266
438,0.630615542637183,1.16547395063678,1.61164318600127
439,0.627646833173344,1.16860947296014,1.61917333426902
440,0.632403338951508,1.16724056350598,1.61678934511692
441,0.6311193164052,1.16737139591327,1.61258575271479
442,0.623747730693613,1.16820924837522,1.60713186629856
443,0.622509243017032,1.17124565057446,1.61085459492977
444,0.623410339435375,1.16842533442807,1.61427988461812
445,0.624728021165743,1.16756983946779,1.61188909285321
446,0.622129165275106,1.17132081378849,1.61347032886422
447,0.620054584762447,1.16838407794061,1.61382447015188
448,0.625037525674119,1.1673687295271,1.60457808033885
449,0.622619779552361,1.16675363761067,1.60705306892833
450,0.6302469241415,1.16579142257061,1.61116091928266
451,0.623002774372964,1.17154280394392,1.61081360802371
452,0.62008982904818,1.17112730451345,1.61676059853219
453,0.621305660089944,1.17217794542777,1.61595817109939
454,0.618032768896826,1.17666845380382,1.61576485934357
455,0.61318838644628,1.17750391418521,1.6153825149485
456,0.617765412720683,1.18222236114926,1.61908694735956
457,0.617729228681229,1.18184952445771,1.61804748172235
458,0.613081103697731,1.18286284444675,1.61818311599837
459,0.612313499203513,1.18474849074015,1.62066233173326
460,0.613760748055991,1.18480542636937,1.62426890605611
461,0.611818271290454,1.18605179617574,1.62807893771977
462,0.61402915576714,1.18651858860547,1.62981521822815
463,0.612360907783604,1.18253076964591,1.62832196849965
464,0.61308211611945,1.17945868935328,1.62724696254696
465,0.618012603672973,1.18048055922633,1.62378326112347
466,0.614079941539193,1.1808004730656,1.63283699830726
467,0.615078479453694,1.18107552937047,1.63247551154694
468,0.614887319639023,1.18050519533281,1.62521972046498
469,0.61600819076752,1.18283556489711,1.63049497389256
470,0.615587384084549,1.18427705443238,1.62619818534525
471,0.617716640541431,1.18553972706024,1.63263635715208
472,0.617483217878505,1.18639775329518,1.6351555111216
473,0.622014038142752,1.18313283317742,1.6401023187844
474,0.623520861380976,1.18658666710542,1.64343489338077
475,0.629641260750579,1.18392580054869,1.63472150369776
476,0.629287153425391,1.18535229626492,1.6332318886226
477,0.627637265011002,1.18566814521056,1.62802514894861
478,0.631509876539886,1.18462208359635,1.63088190635248
479,0.630173656817181,1.18543173496896,1.6253176470346
480,0.629031374974397,1.18099748847389,1.63038752884518
481,0.63055247961852,1.18308244280848,1.62675684375791
482,0.626020060300798,1.18010771694172,1.62160989046749
483,0.628239224909264,1.17922082310222,1.61523305034929
484,0.625856881900077,1.17994457607228,1.61563572541764
485,0.629521703940728,1.1799807928448,1.61717288092247
486,0.629514485701272,1.17957608618964,1.62353318560135
487,0.621130631309771,1.17768825408816,1.62462758652741
488,0.619724688376388,1.17809821137037,1.61693056483719
489,0.611851776314202,1.18227931455027,1.614901805293
490,0.613710655014372,1.18361901257312,1.61923024878505
491,0.61372114173094,1.18659763158124,1.61431474399527
492,0.61588093348784,1.19200809302971,1.6208257189247
493,0.617371136867022,1.19119080711033,1.62213127679138
494,0.62027074009535,1.19330961851808,1.62273726336787
495,0.613802531939466,1.19293066696026,1.62378562058214
496,0.613282035927714,1.19535008194393,1.62280163720107
497,0.611152472882274,1.19152684301889,1.62141015234342
498,0.610167626713966,1.18929130442314,1.62254182430009
499,0.612986959138081,1.18687838625015,1.62186042335544
500,0.61604182751855,1.18816212938471,1.61858675472002
501,0.616005437640153,1.18399529963101,1.61634026875698
502,0.621549891605091,1.18889277340402,1.61980426768173
503,0.607943930928906,1.18636526316908,1.6159076882616
504,0.620579990512837,1.1851255079028,1.62153112514101
505,0.621934509242342,1.18570927464127,1.61897565102652
506,0.615133825719761,1.1902699036214,1.61839288960013
507,0.620001431681096,1.18756531650643,1.61497253006807
508,0.610975652749379,1.18793442919812,1.61273907538456
509,0.615960466397607,1.18937525208219,1.61679477876618
510,0.617283720577447,1.18892921173024,1.62067783954497
511,0.613976585982202,1.19112000464582,1.62621412412605
512,0.621232662832761,1.1935864516164,1.62477929907868
513,0.618673957957027,1.19341881990033,1.62272368940756
514,0.61570119672636,1.19132203176161,1.61562858001158
515,0.619147833166578,1.19184168510133,1.62034951989119
516,0.624762527837522,1.19415375511048,1.62748991995781
517,0.627010408835562,1.19300154767739,1.62836564561061
518,0.624194053527765,1.19296851225132,1.63094362251954
519,0.630121775454261,1.19451806889102,1.62490132130399
520,0.634457325092671,1.18920361529848,1.62768653404659
521,0.632273338249915,1.19661055805496,1.63205606519034
522,0.636086311163454,1.19358846560492,1.62992109303612
523,0.636384757182202,1.19571966130714,1.6257156904244
524,0.627121050113369,1.19640428691587,1.6259320830371
525,0.620553573481765,1.19774856510125,1.62855850827763
526,0.621865850495733,1.19944342511367,1.62852816320388
527,0.625379828999494,1.20018588033201,1.63841143126769
528,0.619873489060378,1.19802219219766,1.63796380541109
529,0.620220567201598,1.19721123290855,1.64018128328902
530,0.616892086512747,1.19605170406442,1.63567465370181
531,0.616687110433251,1.19495775249176,1.62868642824119
532,0.614043576094034,1.19343533487414,1.62865429326601
533,0.613908754926323,1.1909255319348,1.62450327476665
534,0.607053867913009,1.19033377069705,1.61176295446508
535,0.610979966455882,1.19187667883962,1.61431549469444
536,0.606781468316677,1.19005330902669,1.60943221379764
